"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","145588","Register User with existing email","","Tue Jun 10 09:18:25 GMT+07:00 2025","passed","Tue Jun 10 09:20:51 GMT+07:00 2025","","","",""
